ID;Tipo;SKU;Nombre;Publicado;¨Est  destacado?;Visibilidad en el cat logo;Descripci¢n corta;Descripci¢n;D¡a en que empieza el precio rebajado;D¡a en que termina el precio rebajado;Estado del impuesto;Clase de impuesto;¨En inventario?;Inventario;Cantidad de bajo inventario;¨Permitir reservas de productos agotados?;¨Vendido individualmente?;Peso (kg);Longitud (cm);Anchura (cm);Altura (cm);¨Permitir valoraciones de clientes?;Nota de compra;Precio rebajado;Precio normal;Categor¡as;Etiquetas;Clase de env¡o;Im genes;L¡mite de descargas;D¡as de caducidad de la descarga;Superior;Productos agrupados;Ventas dirigidas;Ventas cruzadas;URL externa;Texto del bot¢n;Posici¢n;Nombre del atributo 1;Valor(es) del atributo 1;Atributo visible 1;Atributo global 1
; ; ;Ordenador HP 800 G1 ; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 95;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g116gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Ordenador HP 800 G1 ; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 95;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g128gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Ordenador HP 800 G1 ; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                     SI<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                     SI<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 95;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g129gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Ordenador HP 800 G1 ; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 95;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g130gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Ordenador HP 800 G1 ; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 95;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g132gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Ordenador HP 800 G1 ; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 99;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g135gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Ordenador HP 800 G1 ; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 105;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g136gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Ordenador HP 800 G1 ; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 105;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g137gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Ordenador Lenovo Des; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 7 Pro.<br /><br />GRADO B<br /><br />Ordenador Ultracompacto Tiny <br /><br />Especificaciones:<br /><br />· Marca           LENOVO<br />· Procesador   Intel Core i3 2120T (2 nucleos @ 2.60 Ghz, 4 hilos)<br />· Disco Duro    120GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 SO-DIMM (2 ZOCALOS)<br />· Lector/Grabador   No disponible<br />· Conexiones frontales     x2 USB 2.0, x2 Jack de audio<br />· Conexiones traseras    x3 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45<br /><br />- Incluyen cables de alimentación<br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 7 Pro.<br /><br />GRADO B<br /><br />Ordenador Ultracompacto Tiny <br /><br />Especificaciones:<br /><br />· Marca           LENOVO<br />· Procesador   Intel Core i3 2120T (2 nucleos @ 2.60 Ghz, 4 hilos)<br />· Disco Duro    120GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 SO-DIMM (2 ZOCALOS)<br />· Lector/Grabador   No disponible<br />· Conexiones frontales     x2 USB 2.0, x2 Jack de audio<br />· Conexiones traseras    x3 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45<br /><br />- Incluyen cables de alimentación<br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 95;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910lentim72e2gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Ordenador Dell Optip; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 8 Home Premium<br /><br />GRADO B<br /><br />Ordenador de Sobremesa Ultracompacto<br /><br />Especificaciones:<br /><br />· Marca     DELL<br />· Procesador     Intel Core i5 4590s (4 nucleos @ 3.0 Ghz, 8 hilos, turbo @ 3.7Ghz)<br />· Disco Duro     500 GB (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3 (de PC)<br />· Lector/Grabador    Lector DVD<br />· Conexiones frontales     x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x2 Jack de audio    (Line In/Out/Mic) <br /><br /><br />- Sistema Operativo Windows 10 Home Premium Preinstalado<br />- Testeados y 100% verificados;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 8 Home Premium<br /><br />GRADO B<br /><br />Ordenador de Sobremesa Ultracompacto<br /><br />Especificaciones:<br /><br />· Marca     DELL<br />· Procesador     Intel Core i5 4590s (4 nucleos @ 3.0 Ghz, 8 hilos, turbo @ 3.7Ghz)<br />· Disco Duro     500 GB (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3 (de PC)<br />· Lector/Grabador    Lector DVD<br />· Conexiones frontales     x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x2 Jack de audio    (Line In/Out/Mic) <br /><br /><br />- Sistema Operativo Windows 10 Home Premium Preinstalado<br />- Testeados y 100% verificados; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 125;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910do9020u1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Ordenador HP Elite 8; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                    HP<br />· Procesador                            Intel Core i5 4430S  2.7Ghz <br />· Grafica integrada                  HD Intel 4600<br />· Disco Duro                             120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                              8GB DDR3L  (2 ZOCALOS)<br />· Lector/Grabador                    NO<br />· Conexiones frontales            x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras             x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Conexiones Internas             (2) PCIe Mini<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                    HP<br />· Procesador                            Intel Core i5 4430S  2.7Ghz <br />· Grafica integrada                  HD Intel 4600<br />· Disco Duro                             120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                              8GB DDR3L  (2 ZOCALOS)<br />· Lector/Grabador                    NO<br />· Conexiones frontales            x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras             x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Conexiones Internas             (2) PCIe Mini<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 129;Ordenadores,Sobremesas USDT; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hp800g1u16gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
