ID;Tipo;SKU;Nombre;Publicado;¨Est  destacado?;Visibilidad en el cat logo;Descripci¢n corta;Descripci¢n;D¡a en que empieza el precio rebajado;D¡a en que termina el precio rebajado;Estado del impuesto;Clase de impuesto;¨En inventario?;Inventario;Cantidad de bajo inventario;¨Permitir reservas de productos agotados?;¨Vendido individualmente?;Peso (kg);Longitud (cm);Anchura (cm);Altura (cm);¨Permitir valoraciones de clientes?;Nota de compra;Precio rebajado;Precio normal;Categor¡as;Etiquetas;Clase de env¡o;Im genes;L¡mite de descargas;D¡as de caducidad de la descarga;Superior;Productos agrupados;Ventas dirigidas;Ventas cruzadas;URL externa;Texto del bot¢n;Posici¢n;Nombre del atributo 1;Valor(es) del atributo 1;Atributo visible 1;Atributo global 1
; ; ;Portátil Lenovo V330; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen preinstalacion original de Windows 10 <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     I5 8250U 2 nucleos @ 1.6Ghz (4 nucleos, 8 hilos frecuencia turbo 3,40 Ghz)<br />· Disco Duro    120 SSD M.2 (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 14 FHD<br />· Lector/Grabador    NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB C x1 HDMI, x1VGA x1 Jack de Audio 4 Polos <br />  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD<br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 PRO<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen preinstalacion original de Windows 10 <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     I5 8250U 2 nucleos @ 1.6Ghz (4 nucleos, 8 hilos frecuencia turbo 3,40 Ghz)<br />· Disco Duro    120 SSD M.2 (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 14 FHD<br />· Lector/Grabador    NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB C x1 HDMI, x1VGA x1 Jack de Audio 4 Polos <br />  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD<br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 PRO<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 249;Portátiles,Portátiles I5; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920lenv33014ikb1gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portátil Lenovo V330; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen preinstalacion original de Windows 10 <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     I5 8250U 2 nucleos @ 1.6Ghz (4 nucleos, 8 hilos frecuencia turbo 3,40 Ghz)<br />· Disco Duro    240 SSD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 14 FHD<br />· Lector/Grabador    NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB C x1 HDMI, x1VGA x1 Jack de Audio 4 Polos <br />  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD<br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 PRO<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen preinstalacion original de Windows 10 <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     I5 8250U 2 nucleos @ 1.6Ghz (4 nucleos, 8 hilos frecuencia turbo 3,40 Ghz)<br />· Disco Duro    240 SSD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 14 FHD<br />· Lector/Grabador    NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB C x1 HDMI, x1VGA x1 Jack de Audio 4 Polos <br />  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD<br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 PRO<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 329;Portátiles,Portátiles I5; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920lenv33014ikb2gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portátil Lenovo V330; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen preinstalacion original de Windows 10 <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     I5 8250U 2 nucleos @ 1.6Ghz (4 nucleos, 8 hilos frecuencia turbo 3,40 Ghz)<br />· Disco Duro   1TB HDD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 14 FHD<br />· Lector/Grabador    NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB C x1 HDMI, x1VGA x1 Jack de Audio 4 Polos <br />  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD<br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 PRO<br /><br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen preinstalacion original de Windows 10 <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     I5 8250U 2 nucleos @ 1.6Ghz (4 nucleos, 8 hilos frecuencia turbo 3,40 Ghz)<br />· Disco Duro   1TB HDD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 14 FHD<br />· Lector/Grabador    NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 3.0, x2 USB C x1 HDMI, x1VGA x1 Jack de Audio 4 Polos <br />  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD<br /><br />- Incluyen Sistema Operativo Preinstalado Windows 10 PRO<br /><br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado en internacional; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 319;Portátiles,Portátiles I5; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920lenv33014ikb4gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portatil Toshiba Tec; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Toshiba<br />· Procesador     Intel Core I5 4200u @ 1.6ghz <br />· Disco Duro     500 GB HDD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3 (PC3L)<br />· Panel     Pantalla de 14" <br />· Lector/Grabador    Sin unidad optica.<br />· Webcam     SI<br />· Conexiones adicionales    x3 USB 3.0, x1 VGA, x1 Jack de Audio 4 Polos Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD, x1 Hdmi<br /><br />- Incluyen Sistema Operativo Windows 10 Pro Preinstalado<br />- Incluyen batería y cargador.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado internacional;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Toshiba<br />· Procesador     Intel Core I5 4200u @ 1.6ghz <br />· Disco Duro     500 GB HDD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3 (PC3L)<br />· Panel     Pantalla de 14" <br />· Lector/Grabador    Sin unidad optica.<br />· Webcam     SI<br />· Conexiones adicionales    x3 USB 3.0, x1 VGA, x1 Jack de Audio 4 Polos Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD, x1 Hdmi<br /><br />- Incluyen Sistema Operativo Windows 10 Pro Preinstalado<br />- Incluyen batería y cargador.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br />- Teclado internacional; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 209;Portátiles,Portátiles I5; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920toz40a3gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portátil Ultrabook H; 1; 0; visible;Equipos comprobados y testeados completamente.<br /><br />Estos equipos incluyen licencia Windows 8 pro.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6200U  @ 2.30Ghz, 2 nuecleos y 4 hilos)<br />· Disco Duro     256 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 15.6" HD<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam                SI<br />· Conexiones adicionales    x2 USB 3.0/2.0, x1 USB tipo C,  x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) , x1 Lector Sim<br /><br />- Incluyen Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional. Incluye kit de pegatinas en español.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas de tener una duracion de al menos 1 hora;Equipos comprobados y testeados completamente.<br /><br />Estos equipos incluyen licencia Windows 8 pro.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6200U  @ 2.30Ghz, 2 nuecleos y 4 hilos)<br />· Disco Duro     256 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 15.6" HD<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam                SI<br />· Conexiones adicionales    x2 USB 3.0/2.0, x1 USB tipo C,  x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) , x1 Lector Sim<br /><br />- Incluyen Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional. Incluye kit de pegatinas en español.<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas de tener una duracion de al menos 1 hora; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 329;Portátiles,Portátiles I5; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp850g32gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portátil Ultrabook H; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia Windows 10 pro<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6200U  @ 2.30Ghz, 2 nuecleos y 4 hilos)<br />· Disco Duro     256 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 15.6" FHD<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam                SI<br />· Conexiones adicionales    x2 USB 3.0/2.0, x1 USB tipo C,  x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) , x1 Lector Sim<br /><br />- Incluyen Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia Windows 10 pro<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6200U  @ 2.30Ghz, 2 nuecleos y 4 hilos)<br />· Disco Duro     256 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 15.6" FHD<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam                SI<br />· Conexiones adicionales    x2 USB 3.0/2.0, x1 USB tipo C,  x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) , x1 Lector Sim<br /><br />- Incluyen Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 329;Portátiles,Portátiles I5; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp850g37gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portátil Ultrabook H; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia Windows 8 pro<br /><br />GRADO A<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6200U  @ 2.30Ghz, 2 nuecleos y 4 hilos)<br />· Disco Duro     256 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 15.6" FHD TACTIL<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam                SI<br />· Conexiones adicionales    x2 USB 3.0/2.0, x1 USB tipo C,  x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) , x1 Lector Sim<br /><br />- Incluyen Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales<br /><br />Estos equipos incluyen licencia Windows 8 pro<br /><br />GRADO A<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6200U  @ 2.30Ghz, 2 nuecleos y 4 hilos)<br />· Disco Duro     256 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4<br />· Panel     Pantalla de 15.6" FHD TACTIL<br />· Lector/Grabador    Lector no disponible en ultrabooks<br />· Webcam                SI<br />· Conexiones adicionales    x2 USB 3.0/2.0, x1 USB tipo C,  x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, Lector de Tarjetas SD/MMC/MSPRO, x1 DisplayPort, x1 lector SmartCard (DNI-e) , x1 Lector Sim<br /><br />- Incluyen Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado internacional<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 329;Portátiles,Portátiles I5; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hp850g39ga_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portátil Toshiba Sat; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca     TOSHIBA<br />· Procesador     Intel Core i5 3340M (2 nucleos @ 2.70Ghz, 4 hilos)<br />· Grafica integrada HD Intel 4000<br />· Disco Duro     120 SSD GB (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 ZOCALOS)<br />· Panel     Pantalla de 15.6" HD<br />· Lector/Grabador   NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45.<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca     TOSHIBA<br />· Procesador     Intel Core i5 3340M (2 nucleos @ 2.70Ghz, 4 hilos)<br />· Grafica integrada HD Intel 4000<br />· Disco Duro     120 SSD GB (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 ZOCALOS)<br />· Panel     Pantalla de 15.6" HD<br />· Lector/Grabador   NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45.<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 179;Portátiles,Portátiles I5; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920tsb5521gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portátil Toshiba Sat; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca     TOSHIBA<br />· Procesador     Intel Core i5 3340M (2 nucleos @ 2.70Ghz, 4 hilos)<br />· Grafica integrada HD Intel 4000<br />· Disco Duro     240 SSD GB (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 ZOCALOS)<br />· Panel     Pantalla de 15.6" HD<br />· Lector/Grabador   NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45.<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca     TOSHIBA<br />· Procesador     Intel Core i5 3340M (2 nucleos @ 2.70Ghz, 4 hilos)<br />· Grafica integrada HD Intel 4000<br />· Disco Duro     240 SSD GB (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3L (2 ZOCALOS)<br />· Panel     Pantalla de 15.6" HD<br />· Lector/Grabador   NO<br />· Webcam     SI<br />· Conexiones adicionales    x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45.<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 189;Portátiles,Portátiles I5; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920tsb5526gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portátil Toshiba Sat; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca                      TOSHIBA<br />· Procesador              Intel Core i5 3210M (2 nucleos @ 2.50Ghz, 4 hilos)<br />· Grafica integrada    HD Intel 4000<br />· Disco Duro               120 SSD GB (Varias marcas, segun disponibilidad)<br />· Memorias                8GB DDR3L (2 ZOCALOS)<br />· Panel                      Pantalla de 15.6" HD<br />· Lector/Grabador      Lectora de DVD<br />· Webcam                  NO<br />· Conexiones adicionales    x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, x1 Puerto serie<br />· Teclado numerico.<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado numerico castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca                      TOSHIBA<br />· Procesador              Intel Core i5 3210M (2 nucleos @ 2.50Ghz, 4 hilos)<br />· Grafica integrada    HD Intel 4000<br />· Disco Duro               120 SSD GB (Varias marcas, segun disponibilidad)<br />· Memorias                8GB DDR3L (2 ZOCALOS)<br />· Panel                      Pantalla de 15.6" HD<br />· Lector/Grabador      Lectora de DVD<br />· Webcam                  NO<br />· Conexiones adicionales    x2 USB 2.0, x2 USB 3.0, x1 VGA, x1 Jack de Audio  4 polos, x1 RJ45, x1 Puerto serie<br />· Teclado numerico.<br /><br />- Sistema Operativo Windows 10 PRO PREINSTALADO<br />- Teclado numerico castellano<br />- Testeados y 100% verificados<br />- Las baterías incluidas han sido comprobadas para tener una duracion de al menos 1 hora<br /><br />; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 195;Portátiles,Portátiles I5; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920tsb652h3gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portátil Hp  Worksta; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca           HP<br />· Procesador     Intel Core i7 4800MQ 4 nucleos  @ 2.7 Ghz (Turbo @ 3.7Ghz)<br />· Gráfica         Nvidia Quadro K110M 2GB GDDR5<br />· Disco Duro     240 SSD  (Varias marcas, segun disponibilidad)<br />· Memorias       16GB DDR3L (4 Zocalos)<br />· Panel              Pantalla de 15.6" FHD<br />· Lector/Grabador    Grabadora DVD<br />· Webcam           SI<br />· Conexiones adicionales    x3 USB 3.0, x1 Display Port, x1 VGA, x1 Jack de Audio  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD/MMC, x1 THUNDERBOLT.<br /><br />- Incluye sistema operativo Windows 10 PRO Preinstalado<br />- Incluyen batería, cargador y cable.<br />- Testeados y 100% verificados<br />- Teclado internacional;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca           HP<br />· Procesador     Intel Core i7 4800MQ 4 nucleos  @ 2.7 Ghz (Turbo @ 3.7Ghz)<br />· Gráfica         Nvidia Quadro K110M 2GB GDDR5<br />· Disco Duro     240 SSD  (Varias marcas, segun disponibilidad)<br />· Memorias       16GB DDR3L (4 Zocalos)<br />· Panel              Pantalla de 15.6" FHD<br />· Lector/Grabador    Grabadora DVD<br />· Webcam           SI<br />· Conexiones adicionales    x3 USB 3.0, x1 Display Port, x1 VGA, x1 Jack de Audio  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD/MMC, x1 THUNDERBOLT.<br /><br />- Incluye sistema operativo Windows 10 PRO Preinstalado<br />- Incluyen batería, cargador y cable.<br />- Testeados y 100% verificados<br />- Teclado internacional; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 459;Portátiles,Portátiles I7; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hpzbook15g12gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
; ; ;Portátil Hp  Worksta; 1; 0; visible;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca           HP<br />· Procesador     Intel Core i7 4800MQ 4 nucleos  @ 2.4 Ghz (Turbo @ 3.4Ghz)<br />· Gráfica         Nvidia Quadro K110M 2GB GDDR5<br />· Disco Duro     240 SSD  (Varias marcas, segun disponibilidad)<br />· Memorias       16GB DDR3L (4 Zocalos)<br />· Panel              Pantalla de 15.6" FHD<br />· Lector/Grabador    Grabadora DVD<br />· Webcam           SI<br />· Conexiones adicionales    x3 USB 3.0, x1 Display Port, x1 VGA, x1 Jack de Audio  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD/MMC, x1 THUNDERBOLT.<br /><br />- Incluye sistema operativo Windows 10 PRO Preinstalado<br />- Incluyen batería, cargador y cable.<br />- Testeados y 100% verificados<br />- Teclado internacional;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, o pantalla, pero son completamente funcionales.<br /><br />Estos equipos incluyen licencia Windows 8 PRO<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca           HP<br />· Procesador     Intel Core i7 4800MQ 4 nucleos  @ 2.4 Ghz (Turbo @ 3.4Ghz)<br />· Gráfica         Nvidia Quadro K110M 2GB GDDR5<br />· Disco Duro     240 SSD  (Varias marcas, segun disponibilidad)<br />· Memorias       16GB DDR3L (4 Zocalos)<br />· Panel              Pantalla de 15.6" FHD<br />· Lector/Grabador    Grabadora DVD<br />· Webcam           SI<br />· Conexiones adicionales    x3 USB 3.0, x1 Display Port, x1 VGA, x1 Jack de Audio  Microfono/Auriculares, x1 RJ45, Lector de Tarjetas SD/MMC, x1 THUNDERBOLT.<br /><br />- Incluye sistema operativo Windows 10 PRO Preinstalado<br />- Incluyen batería, cargador y cable.<br />- Testeados y 100% verificados<br />- Teclado internacional; ; ; taxable; ; 1; ; ; 0; 0; ; ; ; ; 1; ; ; 459;Portátiles,Portátiles I7; ; ;http://www.diginova.es/xweb3/fotoartic/art_6920hpzbook15g13gb_1.jpg; ; ; ; ; ; ; ; ; 0; ; ; ; ;
