Código;Nombre;Descripción;Precio;Stock;Foto;Ficha

6940S2243SW1GB;Monitor Samsung SyncMaster 2243SW GRADO B - 22" - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   <br />· Resolución     1680 x 1050 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />. Sonido      NO<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br /><br />;59;1;http://www.diginova.es/xweb3/fotoartic/art_6940s2243sw1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940S2243SW1GB 
6940S2243WB1GB;Monitor Samsung SyncMaster 2243BW GRADO B - 22" - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   <br />· Resolución     1680 x 1050 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />. Sonido      NO<br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br /><br />;45;1;http://www.diginova.es/xweb3/fotoartic/art_6940s2243wb1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940S2243WB1GB 
6940S22C450BW1GB;Monitor Samsung S22C450BW GRADO B - 22" - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1680x1050   16:10                                             <br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;1;http://www.diginova.es/xweb3/fotoartic/art_6940s22c450bw1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940S22C450BW1GB 
6940S22C450N1GB;Monitor Samsung S22C450 GRADO B - 22" - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1920 x 1080 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;10;http://www.diginova.es/xweb3/fotoartic/art_6940s22c450n1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940S22C450N1GB 
6940S22E4501GB;Monitor Samsung S22E450 -  GRADO B - 22" - VGA/DVI/DP -  LED - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas  LED<br />· Resolución     1680 x 1050<br />· Conexiones     x1 VGA, x1 DVI, x1 DISPLAYPORT        <br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;1;http://www.diginova.es/xweb3/fotoartic/art_6940s22e4501gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940S22E4501GB 
6940SB22401GB;Monitor Samsung SyncMaster B2240W - GRADO B - 22" - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     SAMSUNG<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     WSXGA  1680 x 1050  16:10<br />· Conexiones     x1 VGA, x1 DVI<br />· VESA 75X75mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;6;http://www.diginova.es/xweb3/fotoartic/art_6940sb22401gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940SB22401GB 
6940SSA450BWGB;Monitor Samsung S22A450BW GRADO B - 22" - VGA/DVI - LED - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   LED<br />· Resolución     1680 x 1050 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI, <br />· Sonido     No<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br /> alimentación.;55;4;http://www.diginova.es/xweb3/fotoartic/art_6940ssa450bwgb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940SSA450BWGB 

6940DE2208WFPT1GB;Monitor Dell 2208WFPt GRADO B - 22" - VGA/DVI - Negro/Plata;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro/Plata <br />· Tipo Panel     22 Pulgadas <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x2 USB HUB<br />· Sonido     No  <br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;7;http://www.diginova.es/xweb3/fotoartic/art_6940de2208wfpt1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DE2208WFPT1GB 
6940DE2209WF1GB;Monitor Dell E2209WF- GRADO B - 22" - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro <br />· Tipo Panel     22 Pulgadas <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;1;http://www.diginova.es/xweb3/fotoartic/art_6940de2209wf1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DE2209WF1GB 
6940DE228WFP1GB;Monitor Dell E228WFP - GRADO B - 22" - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro <br />· Tipo Panel     22 Pulgadas <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;4;http://www.diginova.es/xweb3/fotoartic/art_6940de228wfp1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DE228WFP1GB 
6940DEP2210F1GB;Monitor Dell P2210F - GRADO B - 22" Widescreen - DVI/VGA/DP - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca             DELL.<br />· Color              Negro.<br />· Tipo Panel     22 Pulgadas   TFT.<br />· Resolución     1440 x 900 @ 60 Hz.<br />· Conexiones    x1 DisplayPort x1 VGA, x1 DVI, 4x USB.<br />· Sonido    No.<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.;55;7;http://www.diginova.es/xweb3/fotoartic/art_6940dep2210f1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DEP2210F1GB 
6940DEP2210T1GB;Monitor Dell P2210T - GRADO B - 22" Widescreen - DVI/VGA/DP - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca             DELL.<br />· Color              Negro.<br />· Tipo Panel     22 Pulgadas   TFT.<br />· Resolución     1440 x 900 @ 60 Hz.<br />· Conexiones    x1 DisplayPort x1 VGA, x1 DVI, 4x USB.<br />· Sonido    No.<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.;55;1;http://www.diginova.es/xweb3/fotoartic/art_6940dep2210t1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DEP2210T1GB 
6940DG2210T1GB;Monitor Dell G2210T - GRADO B - 22" Widescreen - DVI/VGA - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca             DELL.<br />· Color              Negro.<br />· Tipo Panel     22 Pulgadas   TFT.<br />· Resolución     1680X1050 @ 60 Hz.<br />· Conexiones    x1 VGA, x1 DVI.<br />· Sonido    No.<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.;59;2;http://www.diginova.es/xweb3/fotoartic/art_6940dg2210t1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DG2210T1GB 
6940DP22113F1GB;Monitor Dell P2213F - GRADO B - 22" - DVI/VGA/DP - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca              Dell<br />· Color               Negro<br />· Tipo Panel      22 Pulgadas <br />· Resolución      1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 DP, x2 USB<br />· Sonido             No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;1;http://www.diginova.es/xweb3/fotoartic/art_6940dp22113f1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DP22113F1GB 
6940DP2211H1GB;Monitor Dell P2211H - GRADO B -  22" - DVI/VGA - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     DELL<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   Panoramico Fullhd<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones      x1 VGA, x1 DVI<br />· Sonido    No<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br />;55;4;http://www.diginova.es/xweb3/fotoartic/art_6940dp2211h1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DP2211H1GB 
6940DP2211HT1GB;Monitor Dell P2211HT - GRADO B -  22" LCD FHD - DVI/VGA - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     DELL<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   Panoramico FHD<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones      x1 VGA, x1 DVI, x2 USB<br />· Sonido    No<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br />;55;5;http://www.diginova.es/xweb3/fotoartic/art_6940dp2211ht1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DP2211HT1GB 
6940DP2212H1GB;Monitor Dell P2212H GRADO B - 22" - DVI/VGA - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell.<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No.  <br />· VESA 100x100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;11;http://www.diginova.es/xweb3/fotoartic/art_6940dp2212h1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DP2212H1GB 
6940DP2214HB1GB;Monitor Dell P214HB GRADO B - 22" LCD FHD - DP/DVI/VGA - Negro/Plata;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca           Dell<br />· Color             Negro/Plata<br />· Tipo Panel     22 Pulgadas <br />· Resolución    1920x1080 , 60 hz<br />· Conexiones    x1 VGA, x1 DVI, x1 Displayport, x4 USB<br />· Sonido            No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;2;http://www.diginova.es/xweb3/fotoartic/art_6940dp2214hb1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DP2214HB1GB 
6940DS2209WB1GB;Monitor Dell S2209WB - GRADO B - 22" - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas   TFT<br />· Resolución     1440 x 900 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;1;http://www.diginova.es/xweb3/fotoartic/art_6940ds2209wb1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DS2209WB1GB 


6940HPE221C2GB;Monitor HP Elitedisplay E221 GRADO B - 22" FHD - VGA/DVI/DP - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas  LED<br />· Resolución     1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, x2 USB<br />· Webcam   No<br />· Sonido     No<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;49;2;http://www.diginova.es/xweb3/fotoartic/art_6940hpe221c2gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940HPE221C2GB 
6940HPLA2205WG1GB;Monitor HP LA2205WG - GRADO B - 22" - VGA/DVI/DisplayPort - Negro/Plata;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro/Plata<br />· Tipo Panel     22 Pulgadas   TN TFT<br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, x1 HUB USB<br />· Sonido     NO<br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;3;http://www.diginova.es/xweb3/fotoartic/art_6940hpla2205wg1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940HPLA2205WG1GB 
6940HPLA2206XGB;Monitor HP LA 2206x GRADO B - 22" FHD - VGA/DVI/DP- Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro<br />· Tipo Panel     22 Pulgadas  LED<br />· Resolución  1920X1080 FHD<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, x2USB<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br />;49;1;http://www.diginova.es/xweb3/fotoartic/art_6940hpla2206xgb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940HPLA2206XGB 
6940HPLA22F1GB;Monitor HP LA22F - GRADO B - 22" - VGA/DVI/DP- Negro/Plata;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro/Plata<br />· Tipo Panel     22 Pulgadas   <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, x1 HUB USB<br />· Sonido     NO<br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;1;http://www.diginova.es/xweb3/fotoartic/art_6940hpla22f1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940HPLA22F1GB 
6940HPZR2330W1GB;Monitor HP ZR2330W GRADO B - LED - 23" - VGA/DVI/DisplayPort - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro<br />· Tipo Panel     23 Pulgadas   <br />· Resolución     1920 X 1080 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DISPLAYPORT, x1 DVI, X2 USB<br />· Sonido     No<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;72;17;http://www.diginova.es/xweb3/fotoartic/art_6940hpzr2330w1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940HPZR2330W1GB 


6940HPLA2306X1GB;Monitor HP LA 2306x GRADO B - LED - 23" - VGA/DVI/DisplayPort - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro<br />· Tipo Panel     23 Pulgadas   TFT<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, HUB x2 USB<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;75;2;http://www.diginova.es/xweb3/fotoartic/art_6940hpla2306x1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940HPLA2306X1GB 

6940AG235H1GB;Monitor Acer G2235H GRADO B - 23" FHD - VGA/DVI - Plata;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />GRADO B<br /><br />· Marca     Acer<br />· Color     Plata<br />· Tipo Panel     23 Pulgadas   TFT<br />· Resolución     1920 x 1080 @ 60Hz<br />· Conexiones     x1 VGA, x1 DVI,<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;65;11;http://www.diginova.es/xweb3/fotoartic/art_6940ag235h1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940AG235H1GB 
6940AX233H1GB;Monitor Acer X233H GRADO B - 23" FHD - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Acer<br />· Color     Negro<br />· Tipo Panel     23 Pulgadas   TFT<br />· Resolución     1920 x 1080<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br />· VESA 100x100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento. Incluye cable de alimentación y cable VGA.<br /><br />;59;1;http://www.diginova.es/xweb3/fotoartic/art_6940ax233h1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940AX233H1GB 
6940EFEV2216W1GB;Monitor EIZO Flexscan EV2216W GRADO B - 22" - VGA/DVI/DisplayPort - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                    EIZO<br />· Color                     Negro<br />· Tipo Panel             22 Pulgadas  LED/TN<br />· Resolución            1680 x 1050  @ 50/60 Hz<br />· Conexiones           x1 VGA, x1 DVI, x1 DisplayPort<br />· Sonido                   No<br />- Relación Aspecto: 16:10<br /><br />- Otras Conexiones: x2 USB 2.0 <br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;55;1;http://www.diginova.es/xweb3/fotoartic/art_6940efev2216w1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940EFEV2216W1GB 
6940LG23MB35PM1GB;Monitor LG Flatron 23MB35PM GRADO B - 23" FHD - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     LG<br />· Color     Negro<br />· Tipo Panel     23 pulgadas LED <br />· Resolución    1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI<br />· VESA 75X75mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;59;3;http://www.diginova.es/xweb3/fotoartic/art_6940lg23mb35pm1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940LG23MB35PM1GB 
6940LGIPS2351GB;Monitor LG Flatron IPS235 GRADO B - 23" FHD - VGA/DVI/HDMI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     LG<br />· Color     Negro<br />· Tipo Panel     23 pulgadas LED IPS widescreen<br />· Resolución    1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI, x1 HDMI<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;59;29;http://www.diginova.es/xweb3/fotoartic/art_6940lgips2351gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940LGIPS2351GB 

6940DP2312HT1GB;Monitor Dell P2312HT - GRADO B - 23" - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro <br />· Tipo Panel     23 Pulgadas <br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br />;59;3;http://www.diginova.es/xweb3/fotoartic/art_6940dp2312ht1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DP2312HT1GB 
6940DS2309WB1GB;Monitor Dell S2309WB - GRADO B - 23" - VGA/DVI - Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro<br />· Tipo Panel     23 Pulgadas   TFT<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;59;1;http://www.diginova.es/xweb3/fotoartic/art_6940ds2309wb1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940DS2309WB1GB 

6940LT2323P1GB;Monitor Lenovo ThinkVision LT2323P GRADO B - 23" FHD - VGA/DVI/DP- Negro;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Color     Negro<br />· Tipo Panel     23 Pulgadas   LED<br />· Resolución     1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI, x1 DISPLAYPORT<br />· Sonido     NO<br />· VESA 100X100mm <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />;59;1;http://www.diginova.es/xweb3/fotoartic/art_6940lt2323p1gb_1.jpg;http://www.diginova.es/xweb3/index.php?page=articulo&cod=6940LT2323P1GB 

