Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;MPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
; ;Monitor Acer G2235H ;Monitores,Monitores 23" ;65; ; ; ; ; ; ; ;6940AG235H1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />GRADO B<br /><br />· Marca     Acer<br />· Color     Plata<br />· Tipo Panel     23 Pulgadas   TFT<br />· Resolución     1920 x 1080 @ 60Hz<br />· Conexiones     x1 VGA, x1 DVI,<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ag235h1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Acer X233H G;Monitores,Monitores 23" ;59; ; ; ; ; ; ; ;6940AX233H1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Acer<br />· Color     Negro<br />· Tipo Panel     23 Pulgadas   TFT<br />· Resolución     1920 x 1080<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br />· VESA 100x100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento. Incluye cable de alimentación y cable VGA.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ax233h1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor EIZO Flexsca;Monitores,Monitores 23" ;55; ; ; ; ; ; ; ;6940EFEV2216W1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                    EIZO<br />· Color                     Negro<br />· Tipo Panel             22 Pulgadas  LED/TN<br />· Resolución            1680 x 1050  @ 50/60 Hz<br />· Conexiones           x1 VGA, x1 DVI, x1 DisplayPort<br />· Sonido                   No<br />- Relación Aspecto: 16:10<br /><br />- Otras Conexiones: x2 USB 2.0 <br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940efev2216w1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor LG Flatron 2;Monitores,Monitores 23" ;59; ; ; ; ; ; ; ;6940LG23MB35PM1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     LG<br />· Color     Negro<br />· Tipo Panel     23 pulgadas LED <br />· Resolución    1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI<br />· VESA 75X75mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940lg23mb35pm1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor LG Flatron I;Monitores,Monitores 23" ;59; ; ; ; ; ; ; ;6940LGIPS2351GB; ; ; ; ; ; ; ; ; ; ; ; ; ;29; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     LG<br />· Color     Negro<br />· Tipo Panel     23 pulgadas LED IPS widescreen<br />· Resolución    1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI, x1 HDMI<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940lgips2351gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell P2312HT;Monitores,Monitores 23" ;59; ; ; ; ; ; ; ;6940DP2312HT1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro <br />· Tipo Panel     23 Pulgadas <br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940dp2312ht1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell S2309WB;Monitores,Monitores 23" ;59; ; ; ; ; ; ; ;6940DS2309WB1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro<br />· Tipo Panel     23 Pulgadas   TFT<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ds2309wb1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Lenovo Think;Monitores,Monitores 23" ;59; ; ; ; ; ; ; ;6940LT2323P1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Color     Negro<br />· Tipo Panel     23 Pulgadas   LED<br />· Resolución     1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI, x1 DISPLAYPORT<br />· Sonido     NO<br />· VESA 100X100mm <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940lt2323p1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Samsung Sync;Monitores,Monitores 24" ;65; ; ; ; ; ; ; ;6940S24431GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     24 Pulgadas   TFT<br />· Resolución     1920 x 1200 @ 75 Hz<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940s24431gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Samsung NC24;Monitores,Monitores 24" ;75; ; ; ; ; ; ; ;6940SNC2411GA; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO A<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     23.6" Pulgadas  LED<br />· Resolución     1920 x 1080<br />· Conexiones     x1 DVI-OUT, x1 VGA, x3 JACK DE AUDIO, x1 RJ45, x4 USB<br />  <br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940snc2411ga_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Samsung NC24;Monitores,Monitores 24" ;65; ; ; ; ; ; ; ;6940SNC2411GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Samsung<br />· Color     Negro<br />· Tipo Panel     23.6" Pulgadas  LED<br />· Resolución     1920 x 1080<br />· Conexiones     x1 DVI-OUT, x1 VGA, x3 JACK DE AUDIO, x1 RJ45, x4 USB<br />· VESA 100X100mm<br />  <br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940snc2411gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Acer B243HL ;Monitores,Monitores 24" ;67; ; ; ; ; ; ; ;6940AB243HL1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br />Especificaciones:<br /><br />GRADO B<br /><br />· Marca     Acer<br />· Color     NEGRO<br />· Tipo Panel     24 Pulgadas   TFT<br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 Jack Audio IN<br />· Sonido     SI<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940ab243hl1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor ACER B246HL ;Monitores,Monitores 24" ;65; ; ; ; ; ; ; ;6940ACB246HL1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br /><br />Especificaciones:<br /><br />· Marca     ACER<br />· Color      Negro/Gris<br />· Tipo Panel     24 Pulgadas LED<br />· Resolución     1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI, x1 Displayport<br />· Sonido     SI     <br />- Relación Aspecto: 16:9<br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940acb246hl1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Acer V243HQ ;Monitores,Monitores 24" ;65; ; ; ; ; ; ; ;6940AV243HQ1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B <br /><br />Especificaciones:<br /><br />· Marca           ACER<br />· Color            Negro<br />· Tipo Panel     24 Pulgadas  LED<br />· Resolución     1920 x 1080 FHD<br />· Conexiones     x1 VGA, x1 DVI<br />· Sonido     NO<br />· Relación Aspecto: 16:9<br />· VESA 100X100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940av243hq1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Fujitsu Siem;Monitores,Monitores 24" ;65; ; ; ; ; ; ; ;6940B248TE1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Fujitsu<br />· Color     Blanco<br />· Tipo Panel     24 Pulgadas   LED<br />· Resolución     1920 x 1080 @ 60Hz<br />· Conexiones     x1 VGA, x1 DVI,x1 DISPLAYPORT, x1 Jack Audio IN<br />· Sonido     No<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940b248te1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor HP Elitedisp;Monitores,Monitores 24" ;65; ; ; ; ; ; ; ;6940HPE241I1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro/Plata<br />· Tipo Panel     24 Pulgadas  LED<br />· Resolución     1920 x 1200 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort,x1 , x2 USB <br />· Webcam   NO<br />· Sonido     NO<br />· VESA 100X100mm  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940hpe241i1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor HP LA2405 GR;Monitores,Monitores 24" ;65; ; ; ; ; ; ; ;6940HPLA2405WG1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro/Plata<br />· Tipo Panel     24 Pulgadas   TFT<br />· Resolución     1920 x 1200 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, x1 DisplayPort, HUB x2 USB<br />· Sonido     No  <br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940hpla2405wg1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor HP ZR24W GRA;Monitores,Monitores 24" ;65; ; ; ; ; ; ; ;6940HPZR24W1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     Negro<br />· Tipo Panel     24 Pulgadas   <br />· Resolución     1920 x 1200<br />· Conexiones     x1 VGA, x1 Displayport, x1 DVI, X4 USB<br />· Sonido     No<br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940hpzr24w1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Lenovo L2440;Monitores,Monitores 24" ;65; ; ; ; ; ; ; ;6940L2440P1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Monitor<br />· Color     Negro<br />· Tipo Panel     24 Pulgadas   TFT<br />· Resolución     1920 x 1200 <br />· Conexiones     x1 VGA, x1 DVI, x4 USB<br />· Sonido     No  <br />· VESA 100X100mm<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940l2440p1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Lenovo Think;Monitores,Monitores 24" ;85; ; ; ; ; ; ; ;6940T24D1GA; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO A<br /><br />Especificaciones:<br /><br />· Marca     Lenovo.<br />· Color     Negro.<br />· Tipo Panel     24 Pulgadas WUXGA IPS LED<br />· Resolución     1920X1200  Relación de aspecto	16:10<br />· Conexiones     x1 VGA, x1 DISPLAYPORT, x1 HDMI.<br />· Webcam         NO<br />· Sonido            NO<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940t24d1ga_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Lenovo Think;Monitores,Monitores 24" ;79; ; ; ; ; ; ; ;6940T24D1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;23; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo.<br />· Color     Negro.<br />· Tipo Panel     24 Pulgadas WUXGA IPS LED<br />· Resolución     1920X1200  Relación de aspecto	16:10<br />· Conexiones     x1 VGA, x1 DISPLAYPORT, x1 HDMI.<br />· Webcam         NO<br />· Sonido            NO<br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940t24d1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Dell P2414H ;Monitores,Monitores 24" ;65; ; ; ; ; ; ; ;6940DP2414H1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Color     Negro <br />· Tipo Panel     24 Pulgadas <br />· Resolución     1920 x 1080 @ 60 Hz<br />· Conexiones     x1 VGA, x1 DVI, DisplayPort<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940dp2414h1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor IBM L190- 19;Monitores,Monitores Varios ;35; ; ; ; ; ; ; ;6940L1901GB; ; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente. <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Color     GRIS<br />· Tipo Panel     19 Pulgadas  <br />· Resolución     1680 x 1050 @ 60 Hz<br />· Conexiones     x1 VGA<br />· Sonido     NO<br />· Montaje VESA estándar 100x100mm<br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940l1901gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor ViewSonic VP;Monitores,Monitores Varios ;35; ; ; ; ; ; ; ;6940VVP191SGB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Viewsonic<br />· Color     Negro/Plata<br />· Tipo Panel     19 Pulgadas   TFT<br />· Resolución     1280 x 1024 @ 75 Hz<br />· Conexiones     x2 VGA, x1 DVI<br />· Sonido     No  <br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento. Incluye cable de alimentación y cable VGA.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940vvp191sgb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Monitor Lenovo LT201;Monitores,Monitores 20" ;39; ; ; ; ; ; ; ;6940LLT2013SW1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;Equipos reacondicionados. Equipos comprobados y testeados completamente. Pueden tener signos de desgaste, arañazos o deterioro superficial en su carcasa y/o pantalla, pero estan comprobados 100% y funcionan correctamente.  <br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca            Lenovo<br />· Color             Negro<br />· Tipo Panel    20 Pulgadas  Panoramico<br />· Resolución    1600 x 900 @ 75 Hz<br />· Conexiones     x1 VGA<br />· Sonido     No<br />· Montaje VESA estándar 100x100mm<br /><br /><br /><br />AVISO: No se admitirán devoluciones por daños estéticos, excepto defectos de funcionamiento.<br /><br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6940llt2013sw1gb_1.jpg; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
